Image	BBox	Label
img_110931.jpg	[399, 665, 568, 1013]	motorbike
img_110931.jpg	[400, 842, 609, 884]	plate
img_111133.jpg	[1530, 721, 1761, 1075]	motorbike
img_111133.jpg	[1696, 897, 1620, 920]	plate
img_111336.jpg	[1141, 368, 1387, 629]	car
img_111336.jpg	[1273, 560, 1304, 460]	plate
img_111539.jpg	[1648, 798, 1848, 1208]	motorbike
img_111539.jpg	[1781, 947, 1762, 1086]	plate
img_111944.jpg	[798, 394, 1044, 614]	car
img_111944.jpg	[860, 508, 1055, 533]	plate
img_112349.jpg	[286, 583, 834, 1111]	car
img_112349.jpg	[369, 910, 863, 851]	plate
img_112551.jpg	[972, 281, 1121, 450]	car
img_112551.jpg	[1024, 367, 1106, 376]	plate
img_112551.jpg	[1244, 363, 1315, 522]	motorbike
img_112551.jpg	[1288, 445, 1293, 450]	plate
img_112754.jpg	[102, 803, 296, 1218]	motorbike
img_112754.jpg	[109, 1097, 322, 967]	plate
img_112754.jpg	[155, 1174, 359, 889]	plate
img_112957.jpg	[81, 701, 808, 1469]	car
img_112957.jpg	[200, 1207, 837, 1059]	plate
img_112957.jpg	[860, 332, 1044, 517]	car
img_112957.jpg	[1126, 384, 1208, 542]	motorbike
img_113159.jpg	[291, 588, 839, 1100]	car
img_113159.jpg	[366, 900, 884, 851]	plate
img_113361.jpg	[1653, 604, 2042, 1408]	car
img_113564.jpg	[819, 384, 1203, 593]	car
img_113564.jpg	[1101, 477, 1160, 510]	plate
img_113767.jpg	[1445, 617, 1483, 638]	plate
img_114171.jpg	[665, 532, 798, 844]	motorbike
img_114171.jpg	[687, 712, 814, 694]	plate
img_114577.jpg	[199, 624, 839, 1315]	car
img_114577.jpg	[302, 1052, 878, 966]	plate
img_115387.jpg	[1136, 353, 1331, 542]	car
img_115387.jpg	[1230, 487, 1287, 426]	plate
img_115387.jpg	[5, 1126, 261, 1525]	motorbike
img_115792.jpg	[819, 424, 921, 619]	motorbike
img_115792.jpg	[891, 502, 870, 559]	plate
img_116197.jpg	[588, 363, 716, 522]	motorbike
img_121664.jpg	[1459, 773, 1868, 1203]	car
img_121664.jpg	[1519, 1062, 1890, 968]	plate
img_121867.jpg	[1223, 552, 1536, 752]	car
img_121867.jpg	[645, 1024, 962, 1505]	motorbike
img_121867.jpg	[673, 1355, 982, 1260]	plate
img_122069.jpg	[604, 819, 1489, 1546]	car
img_122069.jpg	[614, 1356, 1576, 1126]	plate
img_122069.jpg	[1843, 1024, 2042, 1489]	car
img_122069.jpg	[1898, 1311, 2074, 1280]	plate
img_122271.jpg	[1177, 793, 1704, 1269]	car
img_122271.jpg	[1226, 1111, 1747, 1019]	plate
img_122271.jpg	[1776, 645, 1935, 839]	car
img_122474.jpg	[609, 629, 896, 911]	car
img_122474.jpg	[776, 839, 808, 726]	plate
img_122677.jpg	[527, 640, 880, 1008]	car
img_122677.jpg	[738, 921, 756, 765]	plate
img_123081.jpg	[1259, 803, 1935, 1459]	car
img_123081.jpg	[1834, 1288, 1412, 1051]	plate
img_123081.jpg	[153, 558, 332, 773]	car
img_123081.jpg	[182, 733, 374, 632]	plate
img_123284.jpg	[1259, 803, 1930, 1459]	car
img_123284.jpg	[1825, 1291, 1429, 1041]	plate
img_123284.jpg	[486, 583, 711, 808]	car
img_123487.jpg	[691, 691, 1382, 1418]	car
img_123487.jpg	[1200, 1256, 990, 923]	plate
img_123892.jpg	[1167, 993, 1495, 1454]	motorbike
img_123892.jpg	[1378, 1168, 1364, 1328]	plate
img_124094.jpg	[640, 768, 1413, 1515]	car
img_124094.jpg	[1279, 1349, 878, 1030]	plate
img_124297.jpg	[752, 634, 1571, 1536]	car
img_124297.jpg	[1396, 1372, 1048, 887]	plate
img_124701.jpg	[788, 706, 1264, 1351]	car
img_124701.jpg	[1149, 1057, 967, 1052]	plate
img_124904.jpg	[921, 604, 1351, 977]	car
img_124904.jpg	[568, 906, 983, 1187]	motorbike
img_125106.jpg	[440, 558, 849, 988]	car
img_125106.jpg	[700, 893, 663, 693]	plate
img_125309.jpg	[1817, 614, 1955, 778]	car
img_125309.jpg	[962, 931, 1177, 1274]	motorbike
img_125309.jpg	[965, 1094, 1227, 1165]	plate
img_125511.jpg	[998, 839, 1536, 1418]	car
img_125511.jpg	[1061, 1237, 1620, 1119]	plate
img_125511.jpg	[76, 1285, 496, 1536]	motorbike
img_125714.jpg	[1157, 727, 1612, 1162]	car
img_125714.jpg	[1235, 939, 1616, 1017]	plate
img_125917.jpg	[1361, 721, 1715, 1111]	car
img_125917.jpg	[1438, 920, 1729, 974]	plate
img_125917.jpg	[542, 711, 819, 1008]	motorbike
img_126119.jpg	[798, 824, 1008, 1203]	motorbike
img_126119.jpg	[1336, 977, 1551, 1326]	motorbike
img_126119.jpg	[1362, 1175, 1577, 1192]	plate
img_126119.jpg	[25, 967, 384, 1341]	motorbike
img_126321.jpg	[409, 680, 650, 972]	car
img_126524.jpg	[532, 757, 1024, 1208]	car
img_126524.jpg	[931, 998, 700, 1032]	plate
img_126727.jpg	[691, 716, 1377, 1285]	car
img_126727.jpg	[1260, 1028, 873, 1084]	plate
img_127131.jpg	[655, 614, 911, 916]	car
img_127131.jpg	[713, 847, 899, 708]	plate
img_127334.jpg	[471, 880, 624, 1198]	motorbike
img_127334.jpg	[493, 1040, 653, 1061]	plate
img_127537.jpg	[450, 670, 737, 1049]	car
img_127537.jpg	[561, 961, 698, 798]	plate
img_127942.jpg	[296, 911, 445, 1172]	motorbike
img_127942.jpg	[358, 1117, 409, 997]	plate
img_128144.jpg	[906, 619, 1479, 1162]	car
img_128144.jpg	[1344, 989, 1139, 879]	plate
img_139282.jpg	[189, 870, 440, 1305]	motorbike
img_139282.jpg	[200, 1129, 474, 1107]	plate
img_139485.jpg	[1704, 778, 1940, 1172]	motorbike
img_139485.jpg	[1873, 915, 1808, 1067]	plate
img_139688.jpg	[163, 870, 440, 1310]	motorbike
img_139688.jpg	[192, 1156, 464, 1086]	plate
img_139890.jpg	[1131, 424, 1536, 988]	car
img_139890.jpg	[1318, 889, 1422, 927]	plate
img_140091.jpg	[230, 977, 542, 1520]	motorbike
img_140091.jpg	[291, 1335, 545, 1221]	plate
img_140497.jpg	[1290, 486, 1735, 952]	car
img_140497.jpg	[1588, 868, 1517, 605]	plate
img_140901.jpg	[174, 583, 967, 1454]	car
img_140901.jpg	[309, 1095, 1001, 1044]	plate
img_141103.jpg	[445, 537, 921, 1070]	car
img_141103.jpg	[531, 895, 949, 767]	plate
img_141306.jpg	[1402, 583, 1863, 1157]	car
img_141306.jpg	[1732, 1055, 1629, 736]	plate
img_141509.jpg	[1397, 1024, 1664, 1520]	motorbike
img_141509.jpg	[1413, 1341, 1732, 1282]	plate
img_141711.jpg	[404, 537, 855, 1054]	car
img_141711.jpg	[506, 944, 865, 710]	plate
img_141711.jpg	[0, 332, 148, 532]	car
img_142116.jpg	[1064, 465, 1428, 942]	car
img_142116.jpg	[1259, 857, 1329, 596]	plate
img_142319.jpg	[732, 906, 1013, 1397]	motorbike
img_142319.jpg	[768, 1268, 1050, 1126]	plate
img_142521.jpg	[1745, 727, 1950, 1080]	motorbike
img_142521.jpg	[1889, 813, 1857, 1018]	plate
img_142724.jpg	[1397, 440, 1786, 911]	car
img_142724.jpg	[1648, 831, 1605, 561]	plate
img_142927.jpg	[81, 532, 762, 1305]	car
img_142927.jpg	[219, 1085, 781, 841]	plate
img_143129.jpg	[348, 440, 803, 696]	car
img_143534.jpg	[353, 926, 711, 1397]	motorbike
img_143534.jpg	[359, 1193, 756, 1200]	plate
img_143737.jpg	[1290, 552, 1838, 1146]	car
img_143737.jpg	[1701, 1036, 1508, 718]	plate
img_143737.jpg	[35, 348, 281, 619]	car
img_143737.jpg	[206, 547, 154, 456]	plate
img_143737.jpg	[998, 343, 1090, 481]	motorbike
img_144141.jpg	[56, 568, 993, 1489]	car
img_144141.jpg	[159, 1128, 1034, 1043]	plate
img_144141.jpg	[1725, 747, 1920, 1095]	motorbike
img_144344.jpg	[1802, 506, 2042, 967]	car
img_144344.jpg	[204, 849, 455, 1290]	motorbike
img_144344.jpg	[206, 1117, 512, 1082]	plate
img_144547.jpg	[1561, 849, 1786, 1269]	motorbike
img_144547.jpg	[1716, 1027, 1694, 1117]	plate
img_144952.jpg	[829, 373, 1075, 645]	car
img_144952.jpg	[895, 530, 1082, 523]	plate
img_144952.jpg	[882, 622, 1162, 416]	plate
img_144952.jpg	[1638, 865, 1914, 1310]	motorbike
img_145154.jpg	[962, 675, 1141, 1075]	motorbike
img_145154.jpg	[1336, 552, 1464, 788]	motorbike
img_62998.jpg	[1766, 542, 2032, 983]	car
img_62998.jpg	[1877, 872, 2002, 710]	plate
img_63401.jpg	[1766, 542, 2032, 983]	car
img_63401.jpg	[1879, 874, 1997, 709]	plate
img_63604.jpg	[1766, 542, 2032, 988]	car
img_63604.jpg	[1878, 871, 2002, 722]	plate
img_63604.jpg	[988, 291, 1121, 440]	car
img_64009.jpg	[1653, 588, 1827, 916]	motorbike
img_64009.jpg	[1743, 732, 1777, 793]	plate
img_64211.jpg	[563, 368, 957, 593]	car
img_64211.jpg	[906, 518, 641, 478]	plate
img_64414.jpg	[532, 337, 875, 517]	car
img_64617.jpg	[307, 348, 650, 512]	car
img_64617.jpg	[10, 384, 158, 552]	motorbike
img_65021.jpg	[322, 399, 460, 568]	motorbike
img_65224.jpg	[40, 373, 168, 537]	motorbike
img_65427.jpg	[1249, 424, 1566, 824]	car
img_65427.jpg	[1430, 735, 1457, 544]	plate
img_65832.jpg	[1239, 409, 1495, 696]	car
img_65832.jpg	[1386, 640, 1413, 498]	plate
img_66034.jpg	[599, 337, 860, 501]	car
img_66034.jpg	[1315, 215, 2022, 1351]	bus
img_66034.jpg	[1908, 1233, 1992, 1279]	plate
img_66237.jpg	[1715, 609, 1863, 967]	motorbike
img_66237.jpg	[947, 348, 1024, 481]	motorbike
img_67047.jpg	[312, 276, 670, 486]	car
img_67655.jpg	[501, 312, 921, 588]	car
img_67655.jpg	[888, 495, 558, 446]	plate
img_68262.jpg	[5, 1100, 250, 1520]	motorbike
img_68465.jpg	[1464, 1024, 1812, 1525]	motorbike
img_68465.jpg	[1473, 1460, 1628, 1536]	plate
img_68870.jpg	[460, 527, 906, 1029]	car
img_68870.jpg	[552, 890, 916, 721]	plate
img_69478.jpg	[773, 404, 1054, 660]	car
img_69478.jpg	[830, 531, 1063, 562]	plate
img_70692.jpg	[911, 312, 1105, 522]	car
img_70692.jpg	[982, 402, 1077, 451]	plate
img_70895.jpg	[1249, 419, 1561, 737]	car
img_70895.jpg	[1455, 652, 1518, 698]	plate
img_71097.jpg	[1408, 491, 1817, 936]	car
img_71097.jpg	[1693, 842, 1604, 622]	plate
img_71501.jpg	[650, 430, 1003, 798]	car
img_71501.jpg	[724, 631, 1012, 632]	plate
img_71501.jpg	[10, 1018, 276, 1525]	motorbike
img_71501.jpg	[10, 1442, 344, 1175]	plate
img_71704.jpg	[276, 808, 588, 1177]	motorbike
img_71704.jpg	[325, 997, 595, 1032]	plate
img_71907.jpg	[1536, 675, 1771, 1039]	motorbike
img_71907.jpg	[1702, 806, 1634, 928]	plate
img_72109.jpg	[747, 384, 1029, 670]	car
img_72109.jpg	[802, 542, 1055, 541]	plate
img_72311.jpg	[1530, 486, 1935, 1049]	car
img_72311.jpg	[1825, 924, 1718, 652]	plate
img_92765.jpg	[1689, 583, 1838, 916]	motorbike
img_92765.jpg	[1778, 730, 1782, 796]	plate
img_92968.jpg	[957, 158, 1290, 634]	car
img_92968.jpg	[1068, 533, 1229, 305]	plate
img_92968.jpg	[967, 163, 1300, 655]	bus
img_93778.jpg	[1879, 870, 2037, 1280]	motorbike
img_93980.jpg	[1346, 440, 1720, 860]	car
img_93980.jpg	[1602, 778, 1540, 561]	plate
img_94182.jpg	[92, 512, 588, 1039]	car
img_94182.jpg	[147, 798, 618, 805]	plate
img_94385.jpg	[87, 517, 593, 1054]	car
img_94385.jpg	[145, 794, 625, 834]	plate
img_94588.jpg	[92, 506, 588, 1039]	car
img_94588.jpg	[149, 795, 612, 805]	plate
img_94790.jpg	[92, 522, 573, 1054]	car
img_94790.jpg	[148, 795, 600, 835]	plate
img_94790.jpg	[670, 696, 865, 1059]	motorbike
img_94790.jpg	[675, 904, 903, 889]	plate
img_94790.jpg	[727, 1021, 915, 770]	plate
img_94993.jpg	[92, 522, 588, 1039]	car
img_94993.jpg	[152, 794, 603, 825]	plate
img_95195.jpg	[97, 522, 593, 1039]	car
img_95195.jpg	[157, 794, 608, 825]	plate
img_95398.jpg	[1187, 358, 1315, 512]	motorbike
img_95802.jpg	[40, 906, 358, 1408]	motorbike
img_95802.jpg	[80, 1261, 368, 1122]	plate
img_96207.jpg	[660, 481, 952, 783]	car
img_96207.jpg	[716, 716, 979, 591]	plate
img_96612.jpg	[547, 512, 957, 926]	car
img_96612.jpg	[629, 759, 955, 723]	plate
img_96612.jpg	[0, 1008, 517, 1536]	car
img_96612.jpg	[1740, 1070, 2007, 1515]	motorbike
img_97017.jpg	[0, 793, 696, 1525]	car
img_97422.jpg	[1761, 537, 2042, 931]	car
img_97625.jpg	[727, 414, 1029, 721]	car
img_97625.jpg	[793, 583, 1042, 584]	plate
img_97828.jpg	[25, 517, 803, 1361]	car
img_97828.jpg	[156, 1031, 809, 936]	plate
img_97828.jpg	[1116, 312, 1239, 419]	car
img_98232.jpg	[1515, 578, 1960, 1111]	car
img_98232.jpg	[1807, 1067, 1777, 654]	plate
img_98435.jpg	[931, 404, 1029, 604]	motorbike
img_98638.jpg	[711, 424, 1018, 773]	car
img_98638.jpg	[773, 591, 1045, 655]	plate
img_99245.jpg	[1797, 752, 1971, 1105]	motorbike
img_99245.jpg	[1903, 897, 1917, 984]	plate
img_99448.jpg	[5, 814, 604, 1520]	car
