Image	BBox	Label
img_5267.jpg	[302, 155, 317, 163]	plate
img_5348.jpg	[155, 71, 205, 119]	car
img_5348.jpg	[168, 97, 180, 103]	plate
img_5429.jpg	[177, 66, 207, 99]	car
img_5429.jpg	[145, 123, 152, 128]	plate
img_551.jpg	[257, 106, 337, 210]	car
img_551.jpg	[308, 182, 331, 194]	plate
img_5672.jpg	[2, 58, 61, 96]	car
img_5753.jpg	[239, 71, 321, 188]	car
img_5753.jpg	[287, 167, 307, 175]	plate
img_5834.jpg	[347, 145, 385, 212]	motorbike
img_5915.jpg	[195, 55, 221, 82]	car
img_6077.jpg	[46, 178, 100, 273]	motorbike
img_6158.jpg	[236, 81, 254, 116]	motorbike
img_632.jpg	[146, 122, 154, 127]	plate
img_6482.jpg	[28, 186, 86, 289]	motorbike
img_6482.jpg	[248, 84, 265, 120]	motorbike
img_6563.jpg	[62, 109, 158, 208]	car
img_6563.jpg	[77, 165, 99, 179]	plate
img_6644.jpg	[230, 67, 265, 105]	car
img_6725.jpg	[283, 139, 399, 300]	car
img_6725.jpg	[91, 150, 98, 156]	plate
img_6806.jpg	[46, 176, 98, 274]	motorbike
img_6806.jpg	[177, 75, 192, 108]	motorbike
img_7049.jpg	[14, 112, 115, 210]	car
img_7049.jpg	[27, 186, 45, 197]	plate
img_713.jpg	[224, 67, 258, 101]	car
img_713.jpg	[285, 67, 328, 89]	car
img_7292.jpg	[64, 65, 129, 105]	car
img_7373.jpg	[207, 79, 283, 156]	car
img_7373.jpg	[160, 85, 179, 119]	motorbike
img_7373.jpg	[263, 133, 276, 144]	plate
img_7454.jpg	[262, 120, 399, 301]	car
img_7535.jpg	[285, 135, 323, 229]	motorbike
img_7616.jpg	[268, 122, 390, 297]	car
img_7616.jpg	[351, 266, 379, 282]	plate
img_7940.jpg	[180, 65, 210, 96]	car
img_8183.jpg	[26, 66, 88, 101]	car
img_8264.jpg	[100, 71, 169, 111]	car
img_8264.jpg	[197, 73, 235, 117]	car
img_8345.jpg	[220, 87, 299, 163]	car
img_8345.jpg	[88, 63, 160, 104]	car
img_8426.jpg	[213, 84, 301, 166]	car
img_8426.jpg	[200, 68, 275, 109]	car
img_8426.jpg	[279, 148, 295, 157]	plate
img_8507.jpg	[222, 89, 304, 166]	car
img_8507.jpg	[294, 90, 371, 164]	car
img_8507.jpg	[191, 60, 224, 88]	car
img_8750.jpg	[171, 106, 334, 215]	car
img_8831.jpg	[150, 103, 316, 214]	car
img_8831.jpg	[0, 206, 87, 300]	car
img_8912.jpg	[228, 114, 383, 233]	car
img_8912.jpg	[161, 67, 206, 113]	car
img_9074.jpg	[114, 94, 190, 171]	car
img_9074.jpg	[128, 136, 145, 145]	plate
img_9236.jpg	[258, 113, 351, 223]	car
img_9236.jpg	[0, 108, 150, 286]	car
img_9236.jpg	[176, 65, 210, 100]	car
img_9317.jpg	[153, 114, 159, 118]	plate
img_9560.jpg	[150, 119, 182, 185]	motorbike
img_9641.jpg	[137, 106, 166, 168]	motorbike
img_9722.jpg	[320, 76, 365, 120]	motorbike
