Image	BBox	Label
img_3728.jpg	[604, 337, 844, 491]	car
img_3809.jpg	[307, 327, 670, 537]	car
img_3890.jpg	[1146, 430, 1628, 855]	car
img_3890.jpg	[1523, 763, 1314, 563]	plate
img_3890.jpg	[271, 353, 665, 537]	car
img_3971.jpg	[936, 317, 1172, 496]	car
img_3971.jpg	[993, 398, 1154, 439]	plate
img_3971.jpg	[1469, 568, 1628, 870]	motorbike
img_3971.jpg	[1569, 713, 1568, 744]	plate
img_4295.jpg	[215, 322, 547, 496]	car
img_4376.jpg	[0, 829, 680, 1530]	car
img_4457.jpg	[1582, 839, 2037, 1536]	car
img_4457.jpg	[998, 317, 1121, 445]	car
img_4457.jpg	[1029, 392, 1130, 381]	plate
img_4538.jpg	[1576, 875, 2032, 1541]	car
img_4619.jpg	[1443, 588, 2007, 1182]	car
img_470.jpg	[1172, 353, 1361, 542]	car
img_470.jpg	[1265, 507, 1337, 415]	plate
img_470.jpg	[906, 384, 983, 512]	motorbike
img_4781.jpg	[793, 476, 885, 640]	motorbike
img_4781.jpg	[800, 543, 904, 596]	plate
img_4862.jpg	[552, 691, 890, 1034]	motorbike
img_4862.jpg	[598, 824, 894, 939]	plate
img_4943.jpg	[629, 686, 783, 1013]	motorbike
img_4943.jpg	[653, 856, 806, 884]	plate
img_5186.jpg	[138, 834, 445, 1310]	motorbike
img_5186.jpg	[151, 1140, 479, 1073]	plate
img_5186.jpg	[814, 701, 1064, 1080]	motorbike
img_5186.jpg	[819, 920, 1112, 923]	plate
img_5267.jpg	[1341, 471, 1674, 906]	car
img_5267.jpg	[1549, 806, 1540, 607]	plate
img_5348.jpg	[793, 363, 1049, 609]	car
img_5348.jpg	[868, 500, 1035, 512]	plate
img_5429.jpg	[906, 337, 1059, 506]	car
img_5429.jpg	[956, 431, 1051, 435]	plate
img_551.jpg	[1315, 542, 1725, 1075]	car
img_551.jpg	[1586, 943, 1559, 720]	plate
img_5672.jpg	[10, 296, 312, 491]	car
img_5753.jpg	[1223, 363, 1643, 962]	car
img_5753.jpg	[1483, 865, 1461, 498]	plate
img_5834.jpg	[1776, 742, 1971, 1085]	motorbike
img_5915.jpg	[998, 281, 1131, 419]	car
img_5915.jpg	[1045, 348, 1124, 377]	plate
img_6077.jpg	[235, 911, 512, 1397]	motorbike
img_6077.jpg	[287, 1282, 507, 1089]	plate
img_6158.jpg	[1208, 414, 1300, 593]	motorbike
img_6158.jpg	[1245, 505, 1293, 513]	plate
img_632.jpg	[746, 630, 792, 657]	plate
img_6482.jpg	[143, 952, 440, 1479]	motorbike
img_6482.jpg	[154, 1269, 488, 1228]	plate
img_6482.jpg	[1269, 430, 1356, 614]	motorbike
img_6563.jpg	[317, 558, 808, 1064]	car
img_6563.jpg	[396, 855, 847, 826]	plate
img_6644.jpg	[1177, 343, 1356, 537]	car
img_6644.jpg	[1274, 487, 1303, 411]	plate
img_6725.jpg	[1448, 711, 2042, 1536]	car
img_6725.jpg	[464, 766, 511, 801]	plate
img_6806.jpg	[235, 901, 501, 1402]	motorbike
img_6806.jpg	[259, 1274, 527, 1096]	plate
img_6806.jpg	[906, 384, 983, 552]	motorbike
img_7049.jpg	[71, 573, 588, 1075]	car
img_7049.jpg	[141, 951, 608, 763]	plate
img_713.jpg	[1146, 343, 1320, 517]	car
img_713.jpg	[1223, 499, 1290, 375]	plate
img_713.jpg	[1459, 343, 1679, 455]	car
img_7292.jpg	[327, 332, 660, 537]	car
img_7292.jpg	[1701, 730, 1743, 753]	plate
img_7373.jpg	[1059, 404, 1448, 798]	car
img_7373.jpg	[1352, 699, 1221, 540]	plate
img_7373.jpg	[819, 435, 916, 609]	motorbike
img_7373.jpg	[826, 522, 936, 539]	plate
img_7454.jpg	[1341, 614, 2042, 1541]	car
img_7454.jpg	[1817, 1482, 1734, 720]	plate
img_7535.jpg	[1459, 691, 1653, 1172]	motorbike
img_7535.jpg	[1581, 957, 1577, 937]	plate
img_7616.jpg	[1372, 624, 1996, 1520]	car
img_7616.jpg	[1803, 1372, 1680, 836]	plate
img_7940.jpg	[921, 332, 1075, 491]	car
img_7940.jpg	[982, 461, 1067, 387]	plate
img_8183.jpg	[133, 337, 450, 517]	car
img_8264.jpg	[512, 363, 865, 568]	car
img_8264.jpg	[1008, 373, 1203, 599]	car
img_8264.jpg	[1062, 537, 1206, 468]	plate
img_8345.jpg	[1126, 445, 1530, 834]	car
img_8345.jpg	[1418, 740, 1319, 579]	plate
img_8345.jpg	[450, 322, 819, 532]	car
img_8426.jpg	[1090, 430, 1541, 849]	car
img_8426.jpg	[1425, 765, 1293, 555]	plate
img_8426.jpg	[1024, 348, 1408, 558]	car
img_8507.jpg	[1136, 455, 1556, 849]	car
img_8507.jpg	[1428, 761, 1343, 582]	plate
img_8507.jpg	[1505, 460, 1899, 839]	car
img_8507.jpg	[1845, 759, 1610, 570]	plate
img_8507.jpg	[977, 307, 1146, 450]	car
img_8507.jpg	[1018, 383, 1144, 388]	plate
img_8750.jpg	[875, 542, 1710, 1100]	car
img_8831.jpg	[768, 527, 1617, 1095]	car
img_8831.jpg	[0, 1054, 445, 1536]	car
img_8912.jpg	[1167, 583, 1960, 1192]	car
img_8912.jpg	[824, 343, 1054, 578]	car
img_8912.jpg	[889, 469, 1045, 473]	plate
img_9074.jpg	[583, 481, 972, 875]	car
img_9074.jpg	[650, 699, 1005, 712]	plate
img_9155.jpg	[1521, 653, 1556, 674]	plate
img_9236.jpg	[1320, 578, 1797, 1141]	car
img_9236.jpg	[0, 552, 768, 1464]	car
img_9236.jpg	[295, 1354, 601, 750]	plate
img_9236.jpg	[901, 332, 1075, 512]	car
img_9236.jpg	[957, 422, 1071, 451]	plate
img_9317.jpg	[784, 582, 818, 605]	plate
img_9560.jpg	[768, 609, 931, 947]	motorbike
img_9560.jpg	[790, 793, 949, 814]	plate
img_9641.jpg	[701, 542, 849, 860]	motorbike
img_9641.jpg	[721, 737, 865, 695]	plate
img_9641.jpg	[747, 829, 881, 604]	plate
img_9722.jpg	[1638, 389, 1868, 614]	motorbike
