Image	BBox	Label
img_21281.jpg	[644, 766, 842, 710]	plate
img_21484.jpg	[818, 544, 866, 572]	plate
img_21687.jpg	[820, 545, 867, 573]	plate
img_22091.jpg	[1561, 609, 1720, 942]	motorbike
img_22091.jpg	[818, 544, 865, 571]	plate
img_22294.jpg	[783, 363, 977, 593]	car
img_22294.jpg	[820, 542, 991, 447]	plate
img_22497.jpg	[302, 363, 686, 568]	car
img_22497.jpg	[1187, 343, 1433, 619]	car
img_22497.jpg	[1312, 548, 1361, 440]	plate
img_22901.jpg	[573, 793, 803, 1167]	motorbike
img_22901.jpg	[607, 1066, 833, 953]	plate
img_22901.jpg	[967, 389, 1034, 532]	motorbike
img_23103.jpg	[1694, 1141, 1981, 1530]	motorbike
img_23306.jpg	[1336, 645, 1996, 1536]	car
img_23306.jpg	[1799, 1417, 1649, 827]	plate
img_23306.jpg	[1177, 332, 1336, 496]	car
img_23306.jpg	[1260, 463, 1296, 382]	plate
img_23711.jpg	[1285, 435, 1648, 993]	car
img_23711.jpg	[1493, 891, 1532, 585]	plate
img_23914.jpg	[1341, 624, 1935, 1408]	car
img_23914.jpg	[1738, 1300, 1669, 797]	plate
img_24116.jpg	[1208, 645, 1408, 1008]	motorbike
img_24116.jpg	[1331, 801, 1341, 878]	plate
img_24319.jpg	[906, 322, 1059, 496]	car
img_24319.jpg	[957, 422, 1052, 411]	plate
img_24319.jpg	[1689, 629, 1955, 1003]	motorbike
img_24521.jpg	[1807, 1039, 2037, 1525]	motorbike
img_24521.jpg	[1694, 614, 1955, 936]	motorbike
img_24521.jpg	[1244, 389, 1336, 547]	motorbike
img_24724.jpg	[337, 747, 547, 1100]	motorbike
img_24724.jpg	[358, 978, 575, 937]	plate
img_24724.jpg	[921, 430, 1080, 599]	motorbike
img_24927.jpg	[875, 327, 988, 450]	car
img_24927.jpg	[912, 368, 989, 426]	plate
img_25129.jpg	[245, 798, 506, 1244]	motorbike
img_25129.jpg	[257, 1093, 534, 997]	plate
img_25331.jpg	[1187, 337, 1367, 512]	car
img_25331.jpg	[1282, 482, 1313, 385]	plate
img_25534.jpg	[1172, 348, 1351, 522]	car
img_25534.jpg	[168, 855, 450, 1290]	motorbike
img_25534.jpg	[183, 1121, 479, 1083]	plate
img_25737.jpg	[133, 890, 440, 1351]	motorbike
img_25737.jpg	[186, 1153, 437, 1145]	plate
img_25737.jpg	[931, 358, 1013, 506]	motorbike
img_26141.jpg	[947, 353, 1152, 604]	car
img_26141.jpg	[1055, 538, 1098, 439]	plate
img_26141.jpg	[1495, 558, 1653, 849]	motorbike
img_26344.jpg	[1259, 471, 1576, 885]	car
img_26344.jpg	[1440, 793, 1479, 603]	plate
img_26547.jpg	[547, 588, 716, 947]	motorbike
img_26547.jpg	[568, 801, 732, 766]	plate
img_26952.jpg	[419, 522, 880, 1003]	car
img_26952.jpg	[510, 802, 904, 774]	plate
img_26952.jpg	[107, 1095, 537, 1525]	motorbike
img_27154.jpg	[916, 327, 1080, 481]	car
img_27154.jpg	[986, 416, 1057, 418]	plate
img_27762.jpg	[102, 1090, 389, 1510]	motorbike
img_27965.jpg	[417, 840, 464, 881]	plate
img_28572.jpg	[875, 204, 1121, 563]	bus
img_28572.jpg	[966, 437, 1016, 466]	plate
img_28775.jpg	[986, 473, 1012, 494]	plate
img_28978.jpg	[865, 399, 1157, 675]	car
img_28978.jpg	[935, 592, 1153, 514]	plate
img_29382.jpg	[1300, 552, 1464, 875]	motorbike
img_29382.jpg	[1413, 718, 1394, 729]	plate
img_29585.jpg	[706, 558, 849, 844]	motorbike
img_29585.jpg	[713, 738, 879, 688]	plate
img_29788.jpg	[250, 358, 414, 512]	motorbike
img_29990.jpg	[179, 1085, 532, 1530]	motorbike
img_30191.jpg	[0, 911, 650, 1530]	car
img_30191.jpg	[942, 353, 1029, 512]	motorbike
img_30191.jpg	[1474, 588, 1628, 916]	motorbike
img_30394.jpg	[414, 506, 860, 1039]	car
img_30394.jpg	[501, 812, 879, 790]	plate
img_30597.jpg	[25, 655, 716, 1510]	car
img_30597.jpg	[150, 1168, 731, 1097]	plate
img_31000.jpg	[1013, 327, 1146, 465]	car
img_31000.jpg	[1067, 384, 1133, 427]	plate
img_31000.jpg	[747, 332, 936, 471]	car
img_31203.jpg	[15, 1013, 399, 1525]	motorbike
img_31203.jpg	[50, 1444, 413, 1167]	plate
img_31203.jpg	[1495, 517, 1638, 829]	motorbike
img_31406.jpg	[762, 537, 921, 844]	motorbike
img_31406.jpg	[785, 716, 932, 697]	plate
img_31609.jpg	[240, 839, 491, 1264]	motorbike
img_31609.jpg	[257, 1107, 521, 1052]	plate
img_31811.jpg	[1024, 368, 1111, 532]	motorbike
img_32013.jpg	[199, 593, 865, 1269]	car
img_32013.jpg	[321, 1008, 875, 929]	plate
img_32216.jpg	[476, 752, 691, 1085]	motorbike
img_32216.jpg	[509, 944, 708, 947]	plate
img_32216.jpg	[1239, 384, 1320, 532]	motorbike
img_32216.jpg	[1039, 430, 1126, 634]	motorbike
img_32419.jpg	[1679, 875, 1991, 1402]	motorbike
img_32419.jpg	[1515, 419, 1653, 578]	motorbike
img_32419.jpg	[1186, 568, 1222, 603]	plate
img_32621.jpg	[1541, 691, 2012, 1530]	car
img_32824.jpg	[435, 814, 650, 1187]	motorbike
img_32824.jpg	[473, 1028, 664, 1037]	plate
img_32824.jpg	[509, 1152, 682, 880]	plate
img_33026.jpg	[378, 1039, 660, 1515]	motorbike
img_33026.jpg	[395, 1379, 714, 1266]	plate
img_33026.jpg	[757, 471, 875, 640]	motorbike
img_33026.jpg	[785, 579, 874, 561]	plate
img_33431.jpg	[955, 386, 997, 407]	plate
img_33634.jpg	[1546, 460, 1889, 762]	car
img_33634.jpg	[1835, 708, 1646, 543]	plate
img_33634.jpg	[1090, 404, 1326, 691]	car
img_33837.jpg	[1602, 486, 1960, 814]	car
img_33837.jpg	[1874, 764, 1739, 567]	plate
img_34039.jpg	[1597, 476, 1950, 803]	car
img_34039.jpg	[1871, 764, 1740, 546]	plate
img_34241.jpg	[1612, 491, 1945, 855]	car
img_34241.jpg	[1876, 765, 1731, 611]	plate
img_34444.jpg	[1597, 476, 1950, 803]	car
img_34444.jpg	[1870, 764, 1742, 547]	plate
img_34647.jpg	[1597, 476, 1955, 803]	car
img_34647.jpg	[1872, 765, 1741, 543]	plate
img_35051.jpg	[1157, 353, 1372, 624]	car
img_35051.jpg	[1216, 544, 1383, 475]	plate
img_35254.jpg	[1351, 686, 2042, 1536]	car
img_35254.jpg	[1285, 368, 1525, 645]	car
img_35254.jpg	[1362, 554, 1532, 498]	plate
img_35254.jpg	[645, 512, 798, 793]	motorbike
img_35254.jpg	[679, 704, 800, 638]	plate
img_35457.jpg	[1684, 476, 2042, 849]	car
img_35457.jpg	[1070, 307, 1203, 450]	car
img_35457.jpg	[1115, 398, 1203, 371]	plate
img_35862.jpg	[1244, 419, 1351, 609]	motorbike
img_35862.jpg	[1300, 514, 1325, 526]	plate
img_35862.jpg	[1751, 547, 1904, 716]	motorbike
img_36064.jpg	[168, 1085, 491, 1525]	motorbike
img_36267.jpg	[1199, 489, 1262, 518]	plate
img_36875.jpg	[855, 501, 977, 783]	motorbike
img_36875.jpg	[873, 668, 994, 638]	plate
img_37077.jpg	[476, 650, 680, 957]	motorbike
img_37077.jpg	[517, 927, 790, 706]	plate
img_37482.jpg	[1218, 399, 1300, 547]	motorbike
img_37685.jpg	[1474, 578, 1684, 865]	motorbike
img_37685.jpg	[1501, 738, 1688, 741]	plate
img_37685.jpg	[1013, 394, 1085, 547]	motorbike
img_37685.jpg	[1033, 480, 1086, 482]	plate
img_37888.jpg	[578, 476, 942, 911]	car
img_37888.jpg	[654, 773, 943, 659]	plate
img_38292.jpg	[1131, 414, 1356, 701]	car
img_38292.jpg	[1219, 619, 1325, 520]	plate
img_38495.jpg	[803, 389, 1039, 614]	car
img_38495.jpg	[875, 512, 1030, 515]	plate
img_38495.jpg	[51, 1100, 409, 1520]	motorbike
img_38698.jpg	[-11, 711, 757, 1541]	car
img_39101.jpg	[735, 743, 789, 786]	plate
img_39304.jpg	[1182, 460, 1556, 921]	car
img_39304.jpg	[1427, 824, 1375, 589]	plate
img_39507.jpg	[921, 373, 1013, 506]	motorbike
img_39507.jpg	[1136, 482, 1163, 507]	plate
img_40113.jpg	[1361, 435, 1459, 609]	motorbike
img_40113.jpg	[1396, 482, 1445, 577]	plate
img_40924.jpg	[30, 291, 302, 486]	car
img_41126.jpg	[1111, 363, 1315, 527]	car
img_41126.jpg	[1225, 467, 1244, 456]	plate
img_41126.jpg	[573, 337, 849, 496]	car
img_41126.jpg	[296, 706, 527, 1146]	motorbike
img_41126.jpg	[314, 991, 555, 909]	plate
img_41329.jpg	[849, 312, 1054, 527]	car
img_41329.jpg	[921, 411, 1030, 452]	plate
img_41531.jpg	[1131, 404, 1356, 655]	car
img_41531.jpg	[1236, 582, 1326, 518]	plate
img_41531.jpg	[906, 394, 983, 537]	motorbike
img_41734.jpg	[1372, 619, 2037, 1546]	car
img_41937.jpg	[0, 808, 670, 1530]	car
img_42139.jpg	[1515, 430, 1925, 706]	car
img_42139.jpg	[890, 384, 967, 552]	motorbike
img_42341.jpg	[440, 670, 624, 1064]	motorbike
img_42341.jpg	[464, 965, 644, 832]	plate
img_43151.jpg	[844, 394, 957, 547]	motorbike
img_43354.jpg	[1100, 404, 1382, 829]	car
img_43354.jpg	[1246, 723, 1316, 543]	plate
img_43962.jpg	[552, 614, 727, 936]	motorbike
img_43962.jpg	[594, 838, 722, 753]	plate
img_44164.jpg	[962, 322, 1095, 450]	car
img_44164.jpg	[1012, 377, 1081, 405]	plate
img_44164.jpg	[1244, 409, 1469, 640]	car
img_44164.jpg	[1372, 575, 1391, 500]	plate
img_44772.jpg	[307, 337, 650, 542]	car
img_45177.jpg	[1162, 384, 1361, 593]	car
img_45177.jpg	[1261, 533, 1326, 462]	plate
img_45177.jpg	[184, 942, 471, 1377]	motorbike
img_45177.jpg	[202, 1180, 506, 1202]	plate
img_45582.jpg	[1822, 1121, 2027, 1515]	motorbike
img_45582.jpg	[921, 614, 1080, 962]	motorbike
img_45582.jpg	[948, 804, 1098, 809]	plate
img_45582.jpg	[974, 925, 1123, 686]	plate
img_45785.jpg	[911, 384, 998, 537]	motorbike
img_45988.jpg	[640, 460, 983, 808]	car
img_45988.jpg	[708, 635, 1003, 681]	plate
img_45988.jpg	[1469, 363, 1664, 501]	car
img_46392.jpg	[1274, 522, 1740, 1146]	car
img_46392.jpg	[1571, 1017, 1552, 702]	plate
img_46392.jpg	[1213, 384, 1300, 547]	motorbike
img_46595.jpg	[1223, 575, 1256, 599]	plate
img_47201.jpg	[1274, 552, 1761, 1141]	car
img_47201.jpg	[1580, 1020, 1562, 727]	plate
img_47201.jpg	[148, 327, 506, 522]	car
img_47201.jpg	[706, 696, 896, 1029]	motorbike
img_47201.jpg	[721, 866, 930, 912]	plate
img_47201.jpg	[353, 773, 542, 1105]	motorbike
img_47201.jpg	[366, 933, 581, 996]	plate
img_47404.jpg	[532, 481, 906, 926]	car
img_47404.jpg	[602, 723, 946, 735]	plate
img_47607.jpg	[906, 536, 936, 563]	plate
img_48011.jpg	[680, 419, 988, 768]	car
img_48011.jpg	[749, 600, 999, 620]	plate
img_48214.jpg	[732, 460, 1054, 803]	car
img_48214.jpg	[812, 709, 1074, 604]	plate
img_48417.jpg	[824, 450, 926, 629]	motorbike
img_48417.jpg	[865, 540, 915, 567]	plate
img_48822.jpg	[10, 1070, 250, 1520]	motorbike
img_49024.jpg	[1484, 512, 1623, 768]	motorbike
img_49024.jpg	[1574, 643, 1568, 653]	plate
img_49227.jpg	[613, 680, 659, 706]	plate
img_49632.jpg	[445, 465, 829, 890]	car
img_49632.jpg	[516, 693, 854, 710]	plate
img_49835.jpg	[732, 517, 865, 798]	motorbike
img_49835.jpg	[749, 681, 881, 663]	plate
img_50036.jpg	[837, 698, 881, 735]	plate
img_50239.jpg	[199, 583, 808, 1326]	car
img_50239.jpg	[315, 1036, 821, 944]	plate
img_50441.jpg	[470, 1301, 564, 1371]	plate
img_50644.jpg	[1208, 189, 1756, 860]	bus
img_50644.jpg	[1572, 733, 1445, 369]	plate
img_51049.jpg	[660, 476, 788, 788]	motorbike
img_51049.jpg	[677, 662, 801, 629]	plate
img_51049.jpg	[704, 750, 815, 553]	plate
img_51251.jpg	[40, 670, 803, 1459]	car
img_51251.jpg	[158, 1160, 836, 1056]	plate
img_51251.jpg	[880, 343, 1105, 604]	car
img_51251.jpg	[945, 458, 1096, 515]	plate
img_51454.jpg	[133, 512, 870, 1280]	car
img_51454.jpg	[260, 983, 890, 881]	plate
img_51657.jpg	[1838, 727, 2037, 1157]	motorbike
img_52264.jpg	[716, 471, 1300, 844]	car
img_52264.jpg	[1280, 373, 1541, 670]	car
img_52264.jpg	[1441, 613, 1506, 648]	plate
img_52467.jpg	[624, 409, 890, 701]	car
img_52467.jpg	[733, 622, 866, 527]	plate
img_52872.jpg	[1556, 634, 1751, 967]	motorbike
img_52872.jpg	[1665, 771, 1690, 858]	plate
img_53074.jpg	[1244, 409, 1546, 824]	car
img_53074.jpg	[1432, 715, 1426, 549]	plate
img_53277.jpg	[1407, 636, 1451, 671]	plate
img_54087.jpg	[1525, 389, 1628, 506]	motorbike
img_54898.jpg	[0, 317, 230, 496]	car
img_54898.jpg	[138, 860, 394, 1402]	motorbike
img_54898.jpg	[215, 1351, 462, 955]	plate
img_55504.jpg	[174, 343, 506, 563]	car
img_56111.jpg	[25, 317, 291, 491]	car
img_56517.jpg	[1443, 445, 1536, 619]	motorbike
img_56922.jpg	[911, 394, 998, 547]	motorbike
img_56922.jpg	[932, 478, 998, 479]	plate
img_56922.jpg	[1561, 599, 1735, 926]	motorbike
img_57124.jpg	[517, 471, 993, 977]	car
img_57124.jpg	[597, 779, 1016, 719]	plate
img_57124.jpg	[942, 286, 1157, 537]	car
img_57124.jpg	[1041, 483, 1114, 363]	plate
img_57327.jpg	[1679, 547, 2032, 1474]	car
img_57732.jpg	[650, 399, 993, 808]	car
img_57732.jpg	[711, 647, 1033, 615]	plate
img_57732.jpg	[1715, 670, 1899, 1008]	motorbike
img_57732.jpg	[1844, 793, 1804, 917]	plate
img_57935.jpg	[988, 363, 1408, 583]	car
img_58137.jpg	[824, 348, 1034, 599]	car
img_58137.jpg	[890, 475, 1017, 497]	plate
img_58542.jpg	[0, 762, 680, 1525]	car
img_58542.jpg	[1, 1360, 752, 1044]	plate
img_58542.jpg	[942, 373, 1018, 517]	motorbike
img_58542.jpg	[962, 453, 1018, 451]	plate
img_58745.jpg	[1249, 419, 1505, 747]	car
img_58745.jpg	[1395, 658, 1426, 535]	plate
img_58948.jpg	[1664, 783, 2027, 1536]	car
img_59352.jpg	[1566, 624, 2042, 1392]	car
img_59352.jpg	[1131, 322, 1520, 839]	bus
img_59352.jpg	[1369, 773, 1355, 422]	plate
img_59555.jpg	[486, 496, 911, 911]	car
img_59555.jpg	[565, 720, 940, 737]	plate
img_59555.jpg	[1003, 378, 1080, 527]	motorbike
img_59555.jpg	[1034, 470, 1068, 450]	plate
img_59758.jpg	[317, 353, 491, 506]	motorbike
img_59960.jpg	[609, 389, 1013, 768]	car
img_59960.jpg	[680, 571, 1025, 623]	plate
img_60161.jpg	[921, 332, 1100, 506]	car
img_60161.jpg	[996, 430, 1075, 424]	plate
img_60364.jpg	[926, 322, 1105, 512]	car
img_60364.jpg	[994, 429, 1091, 423]	plate
img_60567.jpg	[931, 332, 1116, 512]	car
img_60567.jpg	[997, 429, 1098, 432]	plate
img_60972.jpg	[1761, 542, 2027, 977]	car
img_60972.jpg	[1865, 864, 2009, 710]	plate
img_61174.jpg	[1766, 542, 2032, 988]	car
img_61174.jpg	[1880, 870, 1997, 722]	plate
img_61174.jpg	[522, 855, 803, 1392]	motorbike
img_61174.jpg	[535, 1044, 843, 1254]	plate
img_61377.jpg	[1771, 537, 2032, 988]	car
img_61377.jpg	[1881, 873, 2002, 712]	plate
img_61782.jpg	[1771, 542, 2032, 988]	car
img_61782.jpg	[1882, 869, 1998, 724]	plate
img_61985.jpg	[1771, 537, 2032, 983]	car
img_61985.jpg	[1882, 873, 1997, 704]	plate
img_62187.jpg	[1771, 537, 2032, 983]	car
img_62187.jpg	[1882, 872, 1999, 710]	plate
img_62592.jpg	[1771, 537, 2032, 983]	car
img_62592.jpg	[1876, 873, 2012, 703]	plate
img_62795.jpg	[1771, 542, 2032, 983]	car
img_62795.jpg	[1878, 871, 2007, 715]	plate
